x	u_pred	u_exact
3.083083152770996094e+00	1.301675224304199219e+01	9.505401611328125000e+00
3.093093156814575195e+00	1.307988643646240234e+01	9.567225456237792969e+00
3.103103160858154297e+00	1.314325714111328125e+01	9.629249572753906250e+00
3.113113164901733398e+00	1.320686435699462891e+01	9.691473960876464844e+00
3.123123168945312500e+00	1.327070903778076172e+01	9.753898620605468750e+00
3.133133172988891602e+00	1.333478927612304688e+01	9.816523551940917969e+00
3.143143177032470703e+00	1.339909744262695312e+01	9.879348754882812500e+00
3.153153181076049805e+00	1.346364212036132812e+01	9.942375183105468750e+00
3.163163185119628906e+00	1.352841949462890625e+01	1.000560092926025391e+01
3.173173189163208008e+00	1.359342288970947266e+01	1.006902790069580078e+01
3.183183193206787109e+00	1.365865802764892578e+01	1.013265514373779297e+01
3.193193197250366211e+00	1.372412014007568359e+01	1.019648265838623047e+01
3.203203201293945312e+00	1.378981494903564453e+01	1.026051044464111328e+01
3.213213205337524414e+00	1.385573005676269531e+01	1.032473945617675781e+01
3.223223209381103516e+00	1.392187309265136719e+01	1.038916778564453125e+01
3.233233213424682617e+00	1.398823070526123047e+01	1.045379734039306641e+01
3.243243217468261719e+00	1.405482292175292969e+01	1.051862621307373047e+01
3.253253221511840820e+00	1.412162876129150391e+01	1.058365631103515625e+01
3.263263225555419922e+00	1.418865776062011719e+01	1.064888668060302734e+01
3.273273229598999023e+00	1.425590801239013672e+01	1.071431732177734375e+01
3.283283233642578125e+00	1.432337379455566406e+01	1.077994918823242188e+01
3.293293237686157227e+00	1.439105129241943359e+01	1.084578037261962891e+01
3.303303241729736328e+00	1.445894241333007812e+01	1.091181278228759766e+01
3.313313245773315430e+00	1.452705097198486328e+01	1.097804450988769531e+01
3.323323249816894531e+00	1.459537029266357422e+01	1.104447746276855469e+01
3.333333253860473633e+00	1.466390705108642578e+01	1.111111068725585938e+01
3.343343257904052734e+00	1.473264694213867188e+01	1.117794418334960938e+01
3.353353261947631836e+00	1.480159187316894531e+01	1.124497795104980469e+01
3.363363265991210938e+00	1.487074851989746094e+01	1.131221199035644531e+01
3.373373270034790039e+00	1.494011497497558594e+01	1.137964725494384766e+01
3.383383274078369141e+00	1.500968647003173828e+01	1.144728279113769531e+01
3.393393278121948242e+00	1.507945823669433594e+01	1.151511764526367188e+01
3.403403520584106445e+00	1.514943313598632812e+01	1.158315563201904297e+01
3.413413524627685547e+00	1.521960449218750000e+01	1.165139198303222656e+01
3.423423528671264648e+00	1.528997707366943359e+01	1.171982860565185547e+01
3.433433532714843750e+00	1.536055183410644531e+01	1.178846549987792969e+01
3.443443536758422852e+00	1.543132400512695312e+01	1.185730361938476562e+01
3.453453540802001953e+00	1.550228404998779297e+01	1.192634105682373047e+01
3.463463544845581055e+00	1.557344436645507812e+01	1.199557971954345703e+01
3.473473548889160156e+00	1.564479827880859375e+01	1.206501865386962891e+01
3.483483552932739258e+00	1.571634578704833984e+01	1.213465785980224609e+01
3.493493556976318359e+00	1.578807449340820312e+01	1.220449733734130859e+01
3.503503561019897461e+00	1.586000156402587891e+01	1.227453708648681641e+01
3.513513565063476562e+00	1.593211841583251953e+01	1.234477710723876953e+01
3.523523569107055664e+00	1.600442123413085938e+01	1.241521835327148438e+01
3.533533573150634766e+00	1.607690620422363281e+01	1.248585987091064453e+01
3.543543577194213867e+00	1.614958000183105469e+01	1.255670070648193359e+01
3.553553581237792969e+00	1.622244071960449219e+01	1.262774276733398438e+01
3.563563585281372070e+00	1.629547500610351562e+01	1.269898509979248047e+01
3.573573589324951172e+00	1.636870765686035156e+01	1.277042865753173828e+01
3.583583593368530273e+00	1.644210624694824219e+01	1.284207153320312500e+01
3.593593597412109375e+00	1.651568794250488281e+01	1.291391468048095703e+01
3.603603601455688477e+00	1.658944511413574219e+01	1.298595905303955078e+01
3.613613605499267578e+00	1.666338539123535156e+01	1.305820369720458984e+01
3.623623609542846680e+00	1.673749351501464844e+01	1.313064765930175781e+01
3.633633613586425781e+00	1.681178283691406250e+01	1.320329284667968750e+01
3.643643617630004883e+00	1.688625335693359375e+01	1.327613925933837891e+01
3.653653621673583984e+00	1.696088218688964844e+01	1.334918498992919922e+01
3.663663625717163086e+00	1.703569412231445312e+01	1.342243099212646484e+01
3.673673629760742188e+00	1.711067581176757812e+01	1.349587821960449219e+01
3.683683633804321289e+00	1.718582153320312500e+01	1.356952476501464844e+01
3.693693637847900391e+00	1.726114273071289062e+01	1.364337253570556641e+01
3.703703641891479492e+00	1.733663368225097656e+01	1.371742057800292969e+01
3.713713645935058594e+00	1.741229438781738281e+01	1.379166889190673828e+01
3.723723649978637695e+00	1.748811149597167969e+01	1.386611747741699219e+01
3.733733654022216797e+00	1.756410026550292969e+01	1.394076728820800781e+01
3.743743658065795898e+00	1.764025878906250000e+01	1.401561641693115234e+01
3.753753662109375000e+00	1.771658134460449219e+01	1.409066677093505859e+01
3.763763666152954102e+00	1.779305839538574219e+01	1.416591739654541016e+01
3.773773670196533203e+00	1.786971664428710938e+01	1.424136734008789062e+01
3.783783674240112305e+00	1.794652748107910156e+01	1.431701850891113281e+01
3.793793678283691406e+00	1.802349853515625000e+01	1.439287090301513672e+01
3.803803920745849609e+00	1.810063171386718750e+01	1.446892452239990234e+01
3.813813924789428711e+00	1.817792892456054688e+01	1.454517650604248047e+01
3.823823928833007812e+00	1.825538253784179688e+01	1.462162971496582031e+01
3.833833932876586914e+00	1.833300209045410156e+01	1.469828224182128906e+01
3.843843936920166016e+00	1.841076469421386719e+01	1.477513599395751953e+01
3.853853940963745117e+00	1.848870468139648438e+01	1.485219001770019531e+01
